-101.8581,33.8400,58
-99.7475,32.3403,63.9
-99.6822,32.4106,64.6
-101.2519,30.3519,64.7
-99.3017,32.7294,63.4
-98.0247,27.7411,72.7
-98.0678,27.7283,72.6
-103.6600,30.3764,61.6
-95.2336,29.3653,68
-97.7164,33.3867,62.2
-101.4300,35.1300,57.4
-101.0286,29.4608,70.2
-94.6342,29.7878,68.3
-102.5517,32.3483,63.9
-95.4592,29.1572,69.9
-95.4619,29.1097,69.2
-99.8528,32.7489,64.6
-96.8047,28.3081,70.2
-98.6117,33.5947,63.7
-97.0939,32.6636,66.1
-97.1278,32.7394,65.4
-97.7078,26.8339,72.5
-100.2333,33.1525,63.2
-95.8300,32.1633,64.9
-94.1661,33.1244,63.8
-97.7603,30.3208,69.4
-98.0847,30.6222,66.9
-97.6983,30.1728,67.2
-97.6800,30.1831,67.3
-97.7664,30.4144,67
-102.3045,30.8878,65.9
-99.9764,31.7414,64.9
-103.7403,30.9844,63.8
-96.6369,32.2631,65.7
-95.9750,28.9797,70.5
-95.0436,29.7917,69.3
-94.0997,30.0969,68.6
-94.2928,30.0689,68.7
-97.7061,28.4575,70.6
-97.6667,28.3667,73
-96.2167,30.0317,68
-97.4833,31.1000,66.3
-98.4161,27.5969,71.8
-97.4439,32.6475,65
-103.9583,29.4372,64
-101.4625,31.2000,63.9
-101.4536,32.2442,64.3
-97.8031,27.5842,71.8
-98.4286,30.1061,65.4
-98.7736,29.7986,65.9
-96.1678,33.6397,62.4
-97.6528,33.8472,62.5
-102.9622,29.1853,70.2
-101.3950,35.6950,59.7
-101.4542,35.6364,59.3
-97.8472,33.5511,62.2
-102.2564,35.5303,57.6
-100.4519,29.6100,68.1
-100.4144,29.3167,68.6
-99.3492,31.1444,64.5
-103.0072,35.6200,55.8
-98.9017,32.7500,64.6
-96.3972,30.1592,67.7
-97.7761,33.2064,62.8
-100.2494,32.0408,63
-102.2681,33.1908,60.8
-97.4230,25.9142,74.5
-98.9456,31.7383,64.7
-97.3442,32.5067,64.3
-98.2353,30.7406,66.6
-98.2339,30.7586,65.5
-102.0797,35.1867,55.6
-97.4072,27.6528,72.3
-98.3539,28.4658,71.4
-96.9700,30.8458,62.8
-100.0097,29.6703,65.8
-100.3883,35.9092,57.4
-104.6822,30.1383,67.8
-98.1967,29.8706,67
-101.9264,34.9806,57.4
-99.8739,28.4897,71.1
-100.6742,29.7908,66.4
-94.3397,32.1614,65.2
-103.5150,29.1344,72.1
-99.6328,28.3392,72.5
-97.4786,30.0164,67.1
-94.1642,31.8075,65.6
-95.9744,31.2581,65.5
-102.3300,35.6831,56.1
-97.4547,27.5892,72.3
-98.7494,28.9275,71.1
-97.3469,29.3103,68.7
-100.2183,34.4386,61.3
-100.2831,34.4272,62.5
-103.3003,29.2703,61.6
-98.2525,28.4675,70.5
-100.8903,34.9325,59.3
-95.0717,33.6164,62.6
-101.3619,35.1100,56.7
-97.4064,32.3139,65.1
-95.0839,30.3636,66.6
-96.3647,30.5892,69
-95.1500,30.5333,66.9
-99.4200,31.8211,65.6
-97.1742,28.7156,69.6
-100.8594,32.3978,63.1
-96.5731,29.6989,69.2
-95.4139,30.3567,67.4
-95.4831,30.3303,68.2
-101.2842,31.5333,62.2
-99.7430,34.1122,62.9
-105.4700,31.7800,60.7
-97.5122,27.7742,72.2
-97.2833,27.6833,72.7
-97.5056,27.7792,72.1
-96.3989,32.0311,66.5
-96.4867,32.1225,65.6
-99.2183,28.4567,72.1
-102.3578,31.4072,64.8
-95.4508,31.3072,66.4
-101.2450,33.6517,60
-98.5547,28.5978,70.1
-99.8311,28.6794,72.7
-97.3181,29.0925,69.7
-94.7225,32.9203,65.8
-97.0189,32.8978,66.3
-102.6133,36.0072,53.5
-102.5500,36.0167,55.1
-102.5211,36.0606,55.1
-96.8556,32.8519,67.2
-96.9667,32.7333,66.6
-96.8681,32.6808,65.9
-96.2319,29.0567,68.7
-97.5769,33.2733,62.7
-94.6175,33.4797,63.3
-100.9119,29.4217,69.7
-100.9269,29.3783,70.5
-105.2372,31.8769,61.6
-96.5667,33.8167,62.9
-97.1050,33.1989,64.8
-97.1989,33.2061,64.2
-102.8219,32.9619,60.4
-99.1833,28.6806,70.9
-102.3120,34.5858,56
-97.9822,30.2133,66.7
-101.8333,30.2000,64.4
-102.2131,30.0481,67.5
-102.1167,30.0500,66.6
-98.3047,32.0628,63.7
-101.9725,35.8731,56.2
-97.4497,32.8692,64.8
-100.4792,28.7569,71.4
-98.8175,32.3989,62.9
-99.8494,31.2208,63.6
-98.0633,26.5258,73.7
-98.1575,26.2981,74
-96.2653,29.2000,70.3
-106.3708,31.8117,64.3
-105.9608,31.8347,60.8
-106.3758,31.8111,64.6
-100.7572,30.8192,63.4
-100.5997,30.8694,63.3
-97.3683,30.3494,68.3
-95.7797,32.8711,62.8
-99.3508,28.0239,72.3
-98.9808,27.0267,73.2
-98.1619,31.4625,65
-96.2078,31.7322,65.2
-99.1372,26.5581,74.8
-98.1200,27.1394,71.8
-96.6608,32.5339,65.1
-97.0644,29.6339,68.9
-98.1597,29.1322,68.9
-101.3339,33.9850,59.2
-100.1369,36.4328,57.2
-98.8392,28.5033,70.1
-96.4889,31.0328,67.5
-98.9089,30.2392,65.1
-95.3808,28.9844,70.4
-98.6169,27.9361,71.4
-102.7231,34.6400,56.4
-103.8869,30.5994,60.3
-105.7414,31.1853,62.5
-97.7167,31.1333,67.4
-100.1103,30.8275,64.4
