-105.9988863,31.39394036
-106.2132853,31.47824636
-106.3835813,31.73387236
-106.5395143,31.78630536
-106.6149863,31.81783436
-106.6161233,31.84474036
-106.6440793,31.89520536
-106.6337493,31.91410136
-106.6326053,31.97222036
-106.6500623,31.98032936
-106.6236253,32.00108836
-106.3783873,32.00074736
-106.0032403,32.00165836
-104.9223053,32.00438236
-104.8510683,32.00326536
-104.0192973,32.00740336
-103.9813773,32.00601536
-103.7294443,32.00622936
-103.3325493,32.00428136
-103.0584133,32.00202236
-103.0556403,32.08511636
-103.0600183,32.51554536
-103.0493313,32.95363936
-103.0431013,33.37783136
-103.0387363,33.56584336
-103.0332583,33.82618136
-103.0296463,34.30782036
-103.0226573,34.74533236
-103.0252513,34.96478036
-103.0261513,35.17726536
-103.0222943,35.62364836
-103.0226123,35.74232736
-103.0240483,36.05606136
-103.0272863,36.49159136
-102.9974013,36.49237036
-102.1656733,36.49023436
-102.0346583,36.49298136
-101.6207553,36.49203136
-101.0901023,36.48805036
-100.9573413,36.48963736
-100.5498393,36.48947936
-100.0072733,36.49391236
-100.0015503,36.49255436
-99.99755329,36.05759136
-99.99812329,35.88383736
-100.0003923,35.61885636
-99.99474329,35.42462236
-99.99757029,35.18223536
-99.99645529,35.03105136
-99.99926029,34.74724336
-99.99647529,34.56238436
-99.97248029,34.56192636
-99.94512029,34.57963436
-99.93228729,34.57917336
-99.88097729,34.54824236
-99.86094929,34.51869436
-99.83030829,34.50184636
-99.77806029,34.44406436
-99.68527729,34.37752036
-99.60181729,34.36863436
-99.58558929,34.38493436
-99.57821929,34.40898836
-99.55423229,34.41525636
-99.50250429,34.40414536
-99.47980629,34.38360036
-99.43874329,34.36478336
-99.41032329,34.36918536
-99.39452229,34.39682236
-99.39315729,34.42907036
-99.36456929,34.45027236
-99.32365929,34.41278736
-99.26753529,34.39836436
-99.25446529,34.36829436
-99.20584929,34.33207536
-99.19666329,34.30520536
-99.20495529,34.25573036
-99.19084029,34.22382136
-99.17651129,34.21281636
-99.12830029,34.20155636
-99.07878429,34.20844636
-99.03557029,34.19900936
-98.99654429,34.20958336
-98.95285729,34.19465336
-98.89168929,34.16091036
-98.81141029,34.14602636
-98.77887729,34.13205336
-98.70563229,34.13080636
-98.68255229,34.15008936
-98.66205929,34.14712936
-98.62633029,34.15852736
-98.60758429,34.15148936
-98.57666829,34.14202236
-98.55791429,34.10542836
-98.49985229,34.06650836
-98.44851929,34.05446936
-98.42167029,34.06592436
-98.40746429,34.08254836
-98.39128229,34.08732436
-98.38458329,34.11587336
-98.35073029,34.14221336
-98.32081429,34.13951236
-98.27732429,34.12296436
-98.17316429,34.11546136
-98.13718229,34.13852436
-98.11518629,34.14907936
-98.09444129,34.13464936
-98.11100529,34.06991536
-98.08652229,34.00541036
-98.05587329,33.98989636
-98.02380629,33.98708136
-97.98299529,34.00138236
-97.95053929,33.97125836
-97.94806729,33.95984936
-97.96331129,33.94874836
-97.95099729,33.93261636
-97.97644229,33.91215136
-97.97669329,33.90260336
-97.95504829,33.88357936
-97.90937729,33.87412336
-97.87006229,33.85521436
-97.85285729,33.85717136
-97.79051529,33.89055636
-97.75667029,33.93219736
-97.72932629,33.93939136
-97.70456729,33.97164436
-97.67137129,33.98871136
-97.60048429,33.96953536
-97.59265629,33.91798536
-97.57597029,33.90263136
-97.55489029,33.90400436
-97.51850429,33.91687136
-97.47783129,33.90780836
-97.46306029,33.90248336
-97.45736029,33.89053236
-97.45303529,33.83631536
-97.41041629,33.82081236
-97.36361629,33.83112736
-97.34210029,33.86201736
-97.31525229,33.87049436
-97.31438229,33.89594136
-97.27257229,33.87267536
-97.26420229,33.85883236
-97.25098029,33.87307236
-97.24635629,33.89433936
-97.21162629,33.90579036
-97.18805929,33.89930536
-97.16446029,33.86325036
-97.16888529,33.84789636
-97.19530729,33.83626136
-97.20861329,33.81975236
-97.18945529,33.75287436
-97.15276429,33.72877336
-97.11585229,33.72603836
-97.09078829,33.73177636
-97.08375429,33.74251836
-97.08795829,33.80767536
-97.05031329,33.82355136
-97.07853529,33.83791336
-97.08246529,33.85120336
-97.07118829,33.85683036
-97.02588329,33.84066436
-97.00613829,33.85061636
-96.98799529,33.87652536
-96.98814829,33.94430336
-96.96847129,33.93742136
-96.93648729,33.94794936
-96.92985029,33.96187336
-96.89873629,33.95012736
-96.88313329,33.92469236
-96.87921929,33.88410436
-96.86129629,33.86178136
-96.84429029,33.85813436
-96.81439729,33.87187136
-96.79787129,33.87005136
-96.74910229,33.83184036
-96.71195329,33.83397236
-96.69365729,33.84800636
-96.67797929,33.90442436
-96.66651229,33.91364436
-96.58476029,33.89624536
-96.61443929,33.86300136
-96.60146829,33.84305836
-96.56240429,33.82552236
-96.51084329,33.81578736
-96.50101629,33.78819236
-96.48764129,33.77823236
-96.41973029,33.78842836
-96.37108329,33.74049736
-96.34785029,33.70563136
-96.31653829,33.70190436
-96.30105029,33.71415336
-96.28994329,33.76203436
-96.27833829,33.77348936
-96.21280729,33.75679236
-96.18728629,33.75868436
-96.16907429,33.76945736
-96.16157529,33.79832936
-96.14167729,33.82042036
-96.15477729,33.82404436
-96.18098529,33.80853436
-96.18338829,33.81589236
-96.16946429,33.82908336
-96.14922329,33.83569036
-96.10970129,33.82935736
-96.09178029,33.84467736
-96.04823029,33.84137736
-96.02700429,33.85612136
-96.01432429,33.84430736
-96.00204829,33.85707836
-96.00287229,33.87348936
-95.99446429,33.87547636
-95.97764829,33.85805136
-95.95901629,33.86513936
-95.94332329,33.89007136
-95.93332829,33.89062836
-95.84680529,33.84113836
-95.82622129,33.84312536
-95.79572529,33.86477436
-95.76876129,33.85150336
-95.76449729,33.87910636
