-85.0206,29.7258,68.4
-81.8739,27.2181,72.1
-81.3508,27.1819,71.7
-81.5267,27.5947,72.6
-81.2761,24.6589,77.2
-81.8433,27.8986,73.6
-82.9178,29.7956,67.7
-80.6711,26.6928,73.5
-80.9958,26.3283,73.4
-82.5014,27.4467,73.3
-81.0694,27.0436,73.7
-82.3658,28.6164,72.5
-82.4544,28.4736,70.1
-82.0894,28.6664,70.6
-80.6256,26.8639,73.8
-80.1567,25.6719,76.6
-86.9597,30.5069,68.8
-85.4847,30.7836,67.7
-81.7233,28.4553,72.1
-81.0492,26.7361,73.2
-80.9400,26.7422,74.5
-80.8833,24.7833,77.6
-80.2750,26.2678,75.3
-81.5158,29.4292,70.8
-86.5225,30.7797,65.8
-83.1053,29.6333,67.6
-83.1000,29.6333,68.6
-80.9822,24.7425,77.5
-81.0483,29.1828,70.9
-81.0083,29.1967,70.6
-86.0939,30.7244,66.9
-81.3106,29.0181,70.1
-86.4717,30.4000,68.7
-81.1292,26.6033,73.6
-82.8736,24.6278,77.4
-80.9072,24.7706,77.3
-81.3183,25.8997,74.7
-81.3897,25.8489,75.6
-81.5389,29.7550,70.7
-81.4636,30.6589,69.3
-80.9144,25.1422,75.7
-81.0372,28.0425,71.8
-80.7694,27.5139,71.9
-82.1378,27.5706,71.9
-80.1072,26.1408,76.1
-80.1708,26.1969,76.1
-80.1536,26.0719,77.7
-80.2011,26.1019,75.5
-81.8614,26.5850,75.1
-81.7550,26.5361,74.4
-80.3767,27.4981,73
-80.3508,27.4417,73.2
-82.4942,29.6814,68.6
-82.2756,29.6919,68.9
-82.1856,30.2717,67
-81.4697,29.7653,68.2
-80.2858,25.8175,76
-82.5972,29.8286,68.5
-80.2411,25.9989,76.5
-80.1342,26.0283,75.8
-80.5500,25.5011,74.8
-81.4406,26.4622,73.7
-82.3125,28.8028,70.3
-80.6364,24.9178,77.2
-81.8831,30.3503,68
-81.3928,30.2875,70.2
-81.8833,30.2167,67.9
-81.5147,30.3361,68.9
-81.6936,30.4950,68.6
-81.6667,30.2333,70.2
-82.9447,30.5228,66.9
-80.3492,25.1936,76.2
-80.0553,26.8600,75.7
-81.7522,24.5550,77.8
-81.6833,24.5833,78.1
-81.4239,28.2764,71.8
-81.4264,26.7458,72.3
-81.7144,28.1042,72.6
-82.5942,30.1853,68.6
-82.0136,27.9914,72.6
-81.9219,28.0206,73.9
-81.8097,28.8208,72.2
-81.7844,28.8728,70.6
-82.9650,30.2889,69.6
-80.2161,26.4986,75.2
-83.4119,30.4517,67.2
-81.0517,24.7258,78.5
-81.7139,25.9492,71.8
-85.1833,30.8333,67.5
-83.1819,30.1064,68.3
-81.4167,30.4000,70.4
-80.6539,28.1133,72.4
-80.1336,25.8064,76.2
-80.3164,25.7906,77.2
-80.4331,25.6475,74.9
-80.3836,25.7553,75.8
-80.2803,25.9069,76.5
-80.2833,25.7167,76.8
-87.1414,30.7794,65.1
-83.9858,30.4406,67
-83.7833,30.4922,66.6
-81.0872,26.8400,73.7
-81.5992,27.9378,73.4
-82.3161,27.2417,73.1
-81.7753,26.1522,75.1
-81.7158,26.1686,75
-85.8831,30.9539,65.9
-86.4928,30.5317,65.6
-80.2158,25.9500,75.8
-81.0331,25.8603,75.8
-82.0778,29.1636,71.3
-80.8653,27.1508,73.3
-81.9681,29.4794,69.7
-81.3250,28.4339,72.8
-81.2436,28.7797,72.7
-81.3333,28.5500,73.3
-81.3045,26.7897,72.8
-80.1489,26.8261,73.5
-81.2061,29.6347,69.4
-84.4850,29.9989,67.4
-85.6606,30.2492,68.8
-85.6828,30.2119,69.1
-82.3478,27.6089,72.4
-87.3167,30.3500,67.5
-87.1869,30.4781,67.9
-80.4361,25.5819,73.6
-83.5736,30.0719,67.9
-83.5742,30.0986,68.9
-82.1422,28.0236,72.4
-81.5620,28.7322,70.4
-80.1083,26.2500,75.9
-80.1406,26.2333,76.3
-80.9150,29.0661,71.3
-80.2628,27.0997,73.3
-81.9983,26.9164,74.3
-81.9914,26.9172,73.8
-84.5836,30.5497,67.2
-80.5936,25.3867,76.9
-82.2600,28.3378,73
-81.2778,28.8147,72.7
-82.5586,27.4014,72.9
-83.3883,29.6711,67.6
-81.3689,27.1525,72.4
-80.6403,26.4700,72.6
-81.2917,29.8875,70.3
-82.6875,27.9106,73.8
-82.6261,27.7628,74.2
-82.1164,29.9381,68.3
-83.3061,29.7236,68.1
-80.1639,27.2000,74.6
-84.3556,30.3961,67.6
-84.3533,30.3931,67.7
-80.8242,25.7608,75.9
-82.5403,27.9619,73.4
-82.7539,28.1522,72.1
-80.5211,25.0069,77.5
-80.6928,28.6158,71
-80.8158,28.6242,73
-82.8186,29.4083,68.5
-82.4364,27.1006,73
-80.4031,27.6528,72.7
-80.2428,27.6531,73.1
-81.7994,27.5478,73.7
-82.5756,28.5175,71.1
-80.0994,26.6847,75.4
-80.3953,26.0933,76
-85.2042,30.1192,66.5
-82.7847,30.4392,68.5
-87.0231,30.7044,68.2
-87.0167,30.7167,67.7
-81.7542,28.0622,73.3
-81.7331,28.0153,73.9
